Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
90,0.97890,0.000007,0.000010,0.013446,0.000006,0.000010,0.013403,0.000006,0.000010,0.013409,0.000007,0.000010,0.013562,0.000007,0.000010,0.013539
91,0.97847,0.000007,0.000010,0.013444,0.000006,0.000010,0.013401,0.000006,0.000009,0.013422,0.000006,0.000010,0.013587,0.000006,0.000010,0.013503
92,0.97804,0.000008,0.000010,0.013388,0.000006,0.000010,0.013422,0.000007,0.000010,0.013416,0.000007,0.000010,0.013570,0.000006,0.000010,0.013497
93,0.97760,0.000007,0.000010,0.013412,0.000006,0.000010,0.013440,0.000007,0.000010,0.013411,0.000006,0.000009,0.013598,0.000006,0.000010,0.013504
94,0.97716,0.000007,0.000010,0.013490,0.000006,0.000010,0.013428,0.000006,0.000010,0.013413,0.000006,0.000010,0.013567,0.000007,0.000010,0.013508
95,0.97671,0.000008,0.000009,0.013430,0.000007,0.000010,0.013437,0.000006,0.000010,0.013455,0.000007,0.000010,0.013585,0.000006,0.000010,0.013539
96,0.97626,0.000007,0.000010,0.013413,0.000006,0.000010,0.013430,0.000006,0.000010,0.013411,0.000006,0.000010,0.013571,0.000006,0.000010,0.013489
97,0.97581,0.000008,0.000010,0.013455,0.000006,0.000010,0.013413,0.000006,0.000010,0.013420,0.000006,0.000010,0.013569,0.000006,0.000009,0.013511
98,0.97536,0.000007,0.000010,0.013421,0.000006,0.000010,0.013399,0.000006,0.000010,0.013445,0.000007,0.000010,0.013559,0.000006,0.000010,0.013496
99,0.97490,0.000008,0.000010,0.013432,0.000006,0.000009,0.013433,0.000006,0.000010,0.013419,0.000006,0.000009,0.013613,0.000006,0.000009,0.013486
100,0.97444,0.000008,0.000010,0.013395,0.000007,0.000010,0.013442,0.000006,0.000010,0.013471,0.000006,0.000010,0.013569,0.000006,0.000010,0.013495
101,0.97397,0.000007,0.000010,0.013357,0.000007,0.000010,0.013446,0.000006,0.000010,0.013411,0.000007,0.000010,0.013546,0.000006,0.000009,0.013477
102,0.97350,0.000008,0.000010,0.013410,0.000006,0.000010,0.013442,0.000007,0.000010,0.013416,0.000006,0.000010,0.013597,0.000006,0.000010,0.013502
