Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
125,0.96185,0.000139,0.000258,0.000642,0.000111,0.000267,0.000474,0.000109,0.000397,0.002959,0.000280,0.000268,0.000476,0.000174,0.000586,0.000567
126,0.96131,0.000138,0.000303,0.000611,0.000124,0.000351,0.000629,0.000129,0.000270,0.000852,0.000279,0.000315,0.000729,0.000166,0.000473,0.000472
127,0.96076,0.000135,0.000265,0.001115,0.000139,0.000550,0.000489,0.000106,0.000348,0.000755,0.000284,0.000275,0.000784,0.000171,0.000372,0.000440
128,0.96022,0.001091,0.000245,0.001414,0.000124,0.000387,0.000470,0.000129,0.000564,0.000875,0.000303,0.000294,0.000619,0.000175,0.000422,0.000415
129,0.95967,0.000303,0.000225,0.000652,0.000120,0.000304,0.000434,0.000119,0.000333,0.000896,0.000271,0.000267,0.000657,0.000168,0.000417,0.000422
130,0.95911,0.003110,0.000251,0.000513,0.000138,0.000426,0.000558,0.000118,0.000349,0.000898,0.000283,0.000264,0.001011,0.000170,0.000515,0.000410
131,0.95856,0.000268,0.000309,0.000520,0.000116,0.000431,0.000622,0.000111,0.000348,0.000414,0.000281,0.000267,0.001551,0.000173,0.000349,0.000422
132,0.95800,0.001142,0.000274,0.000429,0.000116,0.000453,0.000483,0.000118,0.000364,0.000499,0.000274,0.000264,0.000864,0.000172,0.000349,0.000417
133,0.95744,0.000223,0.000250,0.000456,0.000115,0.000475,0.000668,0.000115,0.000775,0.000513,0.000278,0.000263,0.000660,0.000168,0.000349,0.000437
134,0.95687,0.000184,0.000291,0.000816,0.000107,0.000804,0.000820,0.000116,0.000380,0.000804,0.000282,0.000427,0.000437,0.000173,0.000389,0.000534
135,0.95631,0.000193,0.000446,0.000441,0.000111,0.000324,0.000800,0.000117,0.000360,0.000750,0.000290,0.000730,0.000488,0.000171,0.000812,0.000526
136,0.95574,0.000196,0.000229,0.000437,0.000106,0.000437,0.001044,0.000112,0.000580,0.000940,0.000275,0.000326,0.000467,0.000175,0.000798,0.000790
137,0.95517,0.000197,0.000215,0.000471,0.000075,0.000474,0.000780,0.000110,0.000435,0.001766,0.000288,0.000256,0.000444,0.000169,0.000528,0.000620
138,0.95459,0.000193,0.000232,0.000793,0.000137,0.001342,0.000592,0.000108,0.000373,0.000947,0.000280,0.000258,0.000442,0.000172,0.000934,0.000561
139,0.95402,0.000205,0.000203,0.000428,0.000106,0.000355,0.000628,0.000103,0.000359,0.001003,0.000288,0.000260,0.000453,0.000174,0.000443,0.000668
140,0.95344,0.000233,0.000381,0.000464,0.000125,0.000356,0.000509,0.000104,0.000359,0.000769,0.000286,0.000313,0.000476,0.000171,0.000269,0.000445
141,0.95285,0.000211,0.000257,0.000555,0.000104,0.000252,0.000496,0.000133,0.000363,0.000567,0.000275,0.000263,0.000453,0.000171,0.000243,0.000446
142,0.95227,0.000237,0.000223,0.000411,0.000109,0.000302,0.000507,0.000117,0.000699,0.000452,0.000295,0.000260,0.000472,0.000172,0.000359,0.000423
143,0.95168,0.000204,0.000227,0.000430,0.000116,0.000269,0.000485,0.000110,0.000371,0.000451,0.000281,0.000261,0.000617,0.000184,0.000239,0.000425
144,0.95109,0.000192,0.000231,0.000493,0.000131,0.000231,0.000628,0.000110,0.000359,0.000654,0.000299,0.000264,0.000476,0.000172,0.000244,0.000421
145,0.95050,0.000134,0.000243,0.000629,0.000121,0.000226,0.000427,0.000099,0.000358,0.000511,0.000288,0.000259,0.000475,0.000168,0.000237,0.000414
146,0.94991,0.000147,0.000235,0.003050,0.000594,0.000253,0.000795,0.000130,0.000356,0.000571,0.000302,0.000264,0.000462,0.000170,0.000235,0.000762
147,0.94931,0.000154,0.000264,0.002573,0.000142,0.000319,0.000640,0.000102,0.000397,0.000515,0.000301,0.000673,0.000444,0.000171,0.000237,0.000739
